"title","names","condition","trial_type","trial_index","time_elapsed","internal_node_id","sessionCode","X","fullStat","name1","relation","timeDrag","ndrags","rel_sol","name1_sol","name2","name2_sol","statIdx","stoIdx","name1_cor","name2_cor","rel_cor","first","overall_cor","uniqueStatement"
"hacker","Upno,Saly,Dugoz,Ezol,Wutoc,Gelyp","analogues","hebb",18,577881,"0.0-4.0-14.0","efl3fzp54qku",NA,"Code Saly cracks the firewall of company Dugoz.","Ezol","penetrates sth. of",7607,4,"cracks sth. of","Saly","Dugoz","Dugoz","2",16,FALSE,TRUE,FALSE,0,0.333333333333333,"hacker2"
"hacker","Upno,Saly,Dugoz,Ezol,Wutoc,Gelyp","analogues","hebb",18,577881,"0.0-4.0-14.0","efl3fzp54qku",NA,"Company Dugoz suffers a data loss.","Dugoz","suffers sth.",7953,2,"suffers sth.","Dugoz",NA,NA,"3",16,TRUE,NA,TRUE,0,1,"hacker3"
"neighbor","Awiz,Olef,Vilux,Uhuy,Vivaf,Rothuk","fillers","hebb",19,606823,"0.0-4.0-15.0","efl3fzp54qku",NA,"Man Awiz takes care of cat Olef.","Awiz","is feeding",6250,3,"takes care of","Awiz","Olef","Olef","1",17,TRUE,TRUE,FALSE,0,0.666666666666667,"neighbor1"
"neighbor","Awiz,Olef,Vilux,Uhuy,Vivaf,Rothuk","fillers","hebb",19,606823,"0.0-4.0-15.0","efl3fzp54qku",NA,"Cat Olef walks over the flowers of neighbor Vilux","Olef","walks over sth. of",5911,3,"walks over sth. of","Olef","Awiz","Vilux","2",17,TRUE,FALSE,TRUE,0,0.666666666666667,"neighbor2"
"neighbor","Awiz,Olef,Vilux,Uhuy,Vivaf,Rothuk","fillers","hebb",19,606823,"0.0-4.0-15.0","efl3fzp54qku",NA,"Neighbor Vilux gets angry.","Awiz","gets angry",6278,2,"gets angry","Vilux",NA,NA,"3",17,FALSE,NA,TRUE,0,0.5,"neighbor3"
"mining","Eshbu,Upel,Itbob,Idog,Epnux,Yoges","fillers","hebb",20,647702,"0.0-4.0-16.0","efl3fzp54qku",NA,"Mining company Eshbu has a lot of resource Upel.","Eshbu","starts brokering",14226,3,"has a lot of","Eshbu","Upel","Upel","1",18,TRUE,TRUE,FALSE,0,0.666666666666667,"mining1"
"mining","Eshbu,Upel,Itbob,Idog,Epnux,Yoges","fillers","hebb",20,647702,"0.0-4.0-16.0","efl3fzp54qku",NA,"Resource Upel is sparse in country Itbob.","Upel","starts brokering",11384,4,"is sparse in","Upel","Itbob","Itbob","2",18,TRUE,TRUE,FALSE,0,0.666666666666667,"mining2"
"mining","Eshbu,Upel,Itbob,Idog,Epnux,Yoges","fillers","hebb",20,647702,"0.0-4.0-16.0","efl3fzp54qku",NA,"Country Itbob starts negotiating.","Itbob","starts negotiating",4768,2,"starts negotiating","Itbob",NA,NA,"3",18,TRUE,NA,TRUE,0,1,"mining3"
"meteo","Vilux,Zidep,Kawud,Epnux,Thyra,Titho","burns","hebb",4,135516,"0.0-4.0-0.0","gjdk945swc1b",NA,"Cloud Vilux collects humidity over ocean Zidep.","Kawud","is fertile",35605,6,"collects humidity over","Vilux","Zidep","Zidep","1",2,FALSE,TRUE,FALSE,0,0.333333333333333,"meteo1"
"meteo","Vilux,Zidep,Kawud,Epnux,Thyra,Titho","burns","hebb",4,135516,"0.0-4.0-0.0","gjdk945swc1b",NA,"Ocean Zidep lies next to the beaches of area Kawud.","Zidep","collects humidity over",21608,6,"lies next to","Zidep","Vilux","Kawud","2",2,TRUE,FALSE,FALSE,0,0.333333333333333,"meteo2"
"meteo","Vilux,Zidep,Kawud,Epnux,Thyra,Titho","burns","hebb",4,135516,"0.0-4.0-0.0","gjdk945swc1b",NA,"Area Kawud is fertile.","Vilux","is located near",10336,2,"is fertile","Kawud",NA,NA,"3",2,FALSE,NA,FALSE,0,0,"meteo3"
"insect","Puvi,Soav,Zimob,Vipal,Wehif,Rivo","burns","hebb",5,183355,"0.0-4.0-1.0","gjdk945swc1b",NA,"Perfume Puvi attracts insect Soav.","Rivo","attracts",15848,3,"attracts","Puvi","Soav","Soav","1",3,FALSE,TRUE,TRUE,0,0.666666666666667,"insect1"
"insect","Puvi,Soav,Zimob,Vipal,Wehif,Rivo","burns","hebb",5,183355,"0.0-4.0-1.0","gjdk945swc1b",NA,"Insect Soav attacks woman Zimob.","Soav","attacks",15256,3,"attacks","Soav","Zimob","Zimob","2",3,TRUE,TRUE,TRUE,0,1,"insect2"
"insect","Puvi,Soav,Zimob,Vipal,Wehif,Rivo","burns","hebb",5,183355,"0.0-4.0-1.0","gjdk945swc1b",NA,"Woman Zimob has an allergic reaction.","Zimob","has an allergic reaction",6232,2,"has an allergic reaction","Zimob",NA,NA,"3",3,TRUE,NA,TRUE,0,1,"insect3"
"school","Napib,Huluw,Eshbu,Owmi,Misug,Kesal","burns","hebb",6,240052,"0.0-4.0-2.0","gjdk945swc1b",NA,"School girl Napib beats boy Huluw.","Eshbu","calls parents",7503,2,"beats","Napib","","","1",4,FALSE,TRUE,FALSE,0,0.333333333333333,"school1"
"school","Napib,Huluw,Eshbu,Owmi,Misug,Kesal","burns","hebb",6,240052,"0.0-4.0-2.0","gjdk945swc1b",NA,"Boy Huluw reports to teacher Eshbu.","Misug","notifies parents",38079,11,"reports to","Huluw","Huluw","Eshbu","2",4,FALSE,FALSE,FALSE,0,0,"school2"
"school","Napib,Huluw,Eshbu,Owmi,Misug,Kesal","burns","hebb",6,240052,"0.0-4.0-2.0","gjdk945swc1b",NA,"Teacher Eshbu calls parents.","Huluw","calls parents",8112,2,"calls parents","Eshbu",NA,NA,"3",4,FALSE,NA,TRUE,0,0.5,"school3"
"farm","Kewos,Igoth,Ilres,Turow,Lothe,Matmag","fillers","hebb",7,312139,"0.0-4.0-3.0","gjdk945swc1b",NA,"Farmer Kewos purchases machine Igoth.","Igoth","are reaped mechanically",16560,5,"purchases","Kewos","Ilres","Igoth","1",5,FALSE,FALSE,FALSE,0,0,"farm1"
"farm","Kewos,Igoth,Ilres,Turow,Lothe,Matmag","fillers","hebb",7,312139,"0.0-4.0-3.0","gjdk945swc1b",NA,"Machine Igoth can collect fruit of plant Ilres.","Turow","are reaped mechanically",10680,3,"can collect","Igoth","Lothe","Ilres","2",5,FALSE,FALSE,FALSE,0,0,"farm2"
"farm","Kewos,Igoth,Ilres,Turow,Lothe,Matmag","fillers","hebb",7,312139,"0.0-4.0-3.0","gjdk945swc1b",NA,"Plant Ilres are harvested automatically.","Igoth","can collect",34344,2,"are harvested automatically","Ilres",NA,NA,"3",5,FALSE,NA,FALSE,0,0,"farm3"
"mining","Paza,Vuloz,Pide,Gena,Rove,Avyth","fillers","hebb",8,408668,"0.0-4.0-4.0","gjdk945swc1b",NA,"Mining company Paza has a lot of resource Vuloz.","Pide","starts negotiating",26098,2,"has a lot of","Paza","","","1",6,FALSE,TRUE,FALSE,0,0.333333333333333,"mining1"
"mining","Paza,Vuloz,Pide,Gena,Rove,Avyth","fillers","hebb",8,408668,"0.0-4.0-4.0","gjdk945swc1b",NA,"Resource Vuloz is sparse in country Pide.","Vuloz","is sparse in",62882,7,"is sparse in","Vuloz","Pide","Pide","2",6,TRUE,TRUE,TRUE,0,1,"mining2"
"mining","Paza,Vuloz,Pide,Gena,Rove,Avyth","fillers","hebb",8,408668,"0.0-4.0-4.0","gjdk945swc1b",NA,"Country Pide starts negotiating.","Pide","starts negotiating",23144,2,"starts negotiating","Pide",NA,NA,"3",6,TRUE,NA,TRUE,0,1,"mining3"
"lawyer","Enmob,Eshov,Ottha,Reok,Upum,Niem","analogues","hebb",9,533108,"0.0-4.0-5.0","gjdk945swc1b",NA,"Lawyer Enmob finds loophole Eshov.","Eshov","bypasses sth. of",44152,3,"finds","Enmob","Ottha","Eshov","1",7,FALSE,FALSE,FALSE,0,0,"lawyer1"
"lawyer","Enmob,Eshov,Ottha,Reok,Upum,Niem","analogues","hebb",9,533108,"0.0-4.0-5.0","gjdk945swc1b",NA,"Loophole Eshov bypasses contract of union Ottha.","Enmob","finds",28856,3,"bypasses sth. of","Eshov","Eshov","Ottha","2",7,FALSE,FALSE,FALSE,0,0,"lawyer2"
"lawyer","Enmob,Eshov,Ottha,Reok,Upum,Niem","analogues","hebb",9,533108,"0.0-4.0-5.0","gjdk945swc1b",NA,"Union Ottha loses a lawsuit.","Ottha","loses sth.",40928,2,"loses sth.","Ottha",NA,NA,"3",7,TRUE,NA,TRUE,0,1,"lawyer3"
"bacteria","Adjo,Roze,Uhuy,Henu,Gabit,Idog","analogues","hebb",10,610035,"0.0-4.0-6.0","gjdk945swc1b",NA,"Bacteria Adjo emits enzyme Roze.","Roze","dissolves sth. of",29462,3,"emits","Adjo","Uhuy","Roze","1",8,FALSE,FALSE,FALSE,0,0,"bacteria1"
"bacteria","Adjo,Roze,Uhuy,Henu,Gabit,Idog","analogues","hebb",10,610035,"0.0-4.0-6.0","gjdk945swc1b",NA,"Enzyme Roze dissolves the membrane of organ Uhuy.","Adjo","emits",15128,3,"dissolves sth. of","Roze","Roze","Uhuy","2",8,FALSE,FALSE,FALSE,0,0,"bacteria2"
"bacteria","Adjo,Roze,Uhuy,Henu,Gabit,Idog","analogues","hebb",10,610035,"0.0-4.0-6.0","gjdk945swc1b",NA,"Organ Uhuy fails.","Uhuy","fails",21832,2,"fails","Uhuy",NA,NA,"3",8,TRUE,NA,TRUE,0,1,"bacteria3"
"neighbor","Wutoc,Pobat,Uwit,Newi,Ahow,Hosen","fillers","hebb",11,672108,"0.0-4.0-7.0","gjdk945swc1b",NA,"Man Wutoc takes care of cat Pobat.","Pobat","walks over sth. of",22362,3,"takes care of","Wutoc","Uwit","Pobat","1",9,FALSE,FALSE,FALSE,0,0,"neighbor1"
"neighbor","Wutoc,Pobat,Uwit,Newi,Ahow,Hosen","fillers","hebb",11,672108,"0.0-4.0-7.0","gjdk945swc1b",NA,"Cat Pobat walks over the flowers of neighbor Uwit","Wutoc","takes care of",13144,3,"walks over sth. of","Pobat","Pobat","Uwit","2",9,FALSE,FALSE,FALSE,0,0,"neighbor2"
"neighbor","Wutoc,Pobat,Uwit,Newi,Ahow,Hosen","fillers","hebb",11,672108,"0.0-4.0-7.0","gjdk945swc1b",NA,"Neighbor Uwit gets angry.","Uwit","gets angry",16064,2,"gets angry","Uwit",NA,NA,"3",9,TRUE,NA,TRUE,0,1,"neighbor3"
"employee","Wecin,Uyim,Inag,Saly,Potho,Ribi","fillers","hebb",12,738411,"0.0-4.0-8.0","gjdk945swc1b",NA,"Employee Wecin is assigned to project Uyim.","Uyim","supports sth. of",21920,3,"is assigned to","Wecin","Inag","Uyim","1",10,FALSE,FALSE,FALSE,0,0,"employee1"
"employee","Wecin,Uyim,Inag,Saly,Potho,Ribi","fillers","hebb",12,738411,"0.0-4.0-8.0","gjdk945swc1b",NA,"Project Uyim supports agenda of manager Inag.","Wecin","is assigned to",16752,3,"supports sth. of","Uyim","Uyim","Inag","2",10,FALSE,FALSE,FALSE,0,0,"employee2"
"employee","Wecin,Uyim,Inag,Saly,Potho,Ribi","fillers","hebb",12,738411,"0.0-4.0-8.0","gjdk945swc1b",NA,"Manager Inag gets a promotion.","Inag","gets a promotion",17127,2,"gets a promotion","Inag",NA,NA,"3",10,TRUE,NA,TRUE,0,1,"employee3"
"fox","Ofes,Yuxeh,Awiz,Hoap,Ubug,Ifeh","analogues","hebb",13,814260,"0.0-4.0-9.0","gjdk945swc1b",NA,"Fox Ofes digs tunnel Yuxeh.","Yuxeh","leads to sth. of",21169,3,"digs","Ofes","Awiz","Yuxeh","1",11,FALSE,FALSE,FALSE,0,0,"fox1"
"fox","Ofes,Yuxeh,Awiz,Hoap,Ubug,Ifeh","analogues","hebb",13,814260,"0.0-4.0-9.0","gjdk945swc1b",NA,"Tunnel Yuxeh leads to coop of chicken Awiz.","Ofes","digs",22664,3,"leads to sth. of","Yuxeh","Yuxeh","Awiz","2",11,FALSE,FALSE,FALSE,0,0,"fox2"
"fox","Ofes,Yuxeh,Awiz,Hoap,Ubug,Ifeh","analogues","hebb",13,814260,"0.0-4.0-9.0","gjdk945swc1b",NA,"Chicken Awiz is devoured.","Awiz","is devoured",21512,2,"is devoured","Awiz",NA,NA,"3",11,TRUE,NA,TRUE,0,1,"fox3"
"hacker","Ofpoz,Ewey,Orok,Hadith,Uvman,Mawi","analogues","hebb",14,884371,"0.0-4.0-10.0","gjdk945swc1b",NA,"Hacker Ofpoz writes computer code Ewey.","Ofpoz","writes",31490,3,"writes","Ofpoz","Ewey","Ewey","1",12,TRUE,TRUE,TRUE,0,1,"hacker1"
"hacker","Ofpoz,Ewey,Orok,Hadith,Uvman,Mawi","analogues","hebb",14,884371,"0.0-4.0-10.0","gjdk945swc1b",NA,"Code Ewey cracks the firewall of company Orok.","Ewey","cracks sth. of",11944,3,"cracks sth. of","Ewey","Orok","Orok","2",12,TRUE,TRUE,TRUE,0,1,"hacker2"
"hacker","Ofpoz,Ewey,Orok,Hadith,Uvman,Mawi","analogues","hebb",14,884371,"0.0-4.0-10.0","gjdk945swc1b",NA,"Company Orok suffers a data loss.","Orok","suffers sth.",16176,2,"suffers sth.","Orok",NA,NA,"3",12,TRUE,NA,TRUE,0,1,"hacker3"
"fish","Zishu,Romap,Ihab,Olag,Pishi,Rothuk","burns","hebb",16,964308,"0.0-4.0-12.0","gjdk945swc1b",NA,"Fisher Zishu cultivates sea grass Romap.","Zishu","cultivates",18538,3,"cultivates","Zishu","Romap","Romap","1",14,TRUE,TRUE,TRUE,0,1,"fish1"
"fish","Zishu,Romap,Ihab,Olag,Pishi,Rothuk","burns","hebb",16,964308,"0.0-4.0-12.0","gjdk945swc1b",NA,"Sea grass Romap is eaten by fish Ihab.","Romap","is eaten by",13648,3,"is eaten by","Romap","Ihab","Ihab","2",14,TRUE,TRUE,TRUE,0,1,"fish2"
"fish","Zishu,Romap,Ihab,Olag,Pishi,Rothuk","burns","hebb",16,964308,"0.0-4.0-12.0","gjdk945swc1b",NA,"Fish Ihab is captured.","Ihab","is captured",13208,2,"is captured","Ihab",NA,NA,"3",14,TRUE,NA,TRUE,0,1,"fish3"
"pump","Mabi,Vivaf,Eefar,Afik,Thusoth,Upno","fillers","hebb",17,1033707,"0.0-4.0-13.0","gjdk945swc1b",NA,"Plumber Mabi installs pump Vivaf.","Mabi","installs",26641,3,"installs","Mabi","Vivaf","Vivaf","1",15,TRUE,TRUE,TRUE,0,1,"pump1"
"pump","Mabi,Vivaf,Eefar,Afik,Thusoth,Upno","fillers","hebb",17,1033707,"0.0-4.0-13.0","gjdk945swc1b",NA,"Pump Vivaf sucks water from ground Eefar.","Vivaf","sucks sth. from",10616,3,"sucks sth. from","Vivaf","Eefar","Eefar","2",15,TRUE,TRUE,TRUE,0,1,"pump2"
"pump","Mabi,Vivaf,Eefar,Afik,Thusoth,Upno","fillers","hebb",17,1033707,"0.0-4.0-13.0","gjdk945swc1b",NA,"Ground Eefar dries up.","Eefar","dries up",21640,2,"dries up","Eefar",NA,NA,"3",15,TRUE,NA,TRUE,0,1,"pump3"
"storm","Eyem,Gelyp,Owih,Dohod,Ohan,Molash","fillers","hebb",18,1105011,"0.0-4.0-14.0","gjdk945swc1b",NA,"Storm Eyem hits tree Gelyp.","Eyem","hits",27200,3,"hits","Eyem","Gelyp","Gelyp","1",16,TRUE,TRUE,TRUE,0,1,"storm1"
"storm","Eyem,Gelyp,Owih,Dohod,Ohan,Molash","fillers","hebb",18,1105011,"0.0-4.0-14.0","gjdk945swc1b",NA,"Tree Gelyp falls on trail of route Owih.","Gelyp","falls on",14568,3,"falls on","Gelyp","Owih","Owih","2",16,TRUE,TRUE,TRUE,0,1,"storm2"
"storm","Eyem,Gelyp,Owih,Dohod,Ohan,Molash","fillers","hebb",18,1105011,"0.0-4.0-14.0","gjdk945swc1b",NA,"Route Owih is blocked.","Owih","is blocked",19032,5,"is blocked","Owih",NA,NA,"3",16,TRUE,NA,TRUE,0,1,"storm3"
"robber","Diaf,Yoges,Afi,Hoyl,Itbob,Zugew","analogues","hebb",19,1155396,"0.0-4.0-15.0","gjdk945swc1b",NA,"Criminal Diaf learns about security issue Yoges.","Diaf","learns about",21447,3,"learns about","Diaf","Yoges","Yoges","1",17,TRUE,TRUE,TRUE,0,1,"robber1"
"robber","Diaf,Yoges,Afi,Hoyl,Itbob,Zugew","analogues","hebb",19,1155396,"0.0-4.0-15.0","gjdk945swc1b",NA,"Security issue Yoges suspends alarm system of museum Afi.","Yoges","suspends sth. of",12280,4,"suspends sth. of","Yoges","Afi","Afi","2",17,TRUE,TRUE,TRUE,0,1,"robber2"
"robber","Diaf,Yoges,Afi,Hoyl,Itbob,Zugew","analogues","hebb",19,1155396,"0.0-4.0-15.0","gjdk945swc1b",NA,"Museum Afi gets robbed.","Afi","gets robbed",6152,2,"gets robbed","Afi",NA,NA,"3",17,TRUE,NA,TRUE,0,1,"robber3"
"crusader","Felac,Goxos,Meuf,Olef,Fozeh,Ezol","analogues","hebb",20,1212268,"0.0-4.0-16.0","gjdk945swc1b",NA,"Crusader group Felac buys weapon Goxos.","Felac","buys",26130,3,"buys","Felac","Goxos","Goxos","1",18,TRUE,TRUE,TRUE,0,1,"crusader1"
"crusader","Felac,Goxos,Meuf,Olef,Fozeh,Ezol","analogues","hebb",20,1212268,"0.0-4.0-16.0","gjdk945swc1b",NA,"Weapon Goxos breaches the fortification of town Meuf.","Goxos","breaches sth. of",12976,3,"breaches sth. of","Goxos","Meuf","Meuf","2",18,TRUE,TRUE,TRUE,0,1,"crusader2"
"crusader","Felac,Goxos,Meuf,Olef,Fozeh,Ezol","analogues","hebb",20,1212268,"0.0-4.0-16.0","gjdk945swc1b",NA,"Town Meuf is invaded.","Meuf","is invaded",7264,2,"is invaded","Meuf",NA,NA,"3",18,TRUE,NA,TRUE,0,1,"crusader3"
"meteo","Pide,Uhuy,Saly,Eshbu,Thuha,Upel","burns","hebb",4,374256,"0.0-4.0-0.0","jjpe1psorf9k",1,"Cloud Pide collects humidity over ocean Uhuy.","Pide","collects humidity over",23998,3,"collects humidity over","Pide","Uhuy","Uhuy","1",2,TRUE,TRUE,TRUE,0,1,"meteo1"
"meteo","Pide,Uhuy,Saly,Eshbu,Thuha,Upel","burns","hebb",4,374256,"0.0-4.0-0.0","jjpe1psorf9k",1,"Ocean Uhuy lies next to the beaches of area Saly.","Uhuy","lies next to",21472,3,"lies next to","Uhuy","Saly","Saly","2",2,TRUE,TRUE,TRUE,0,1,"meteo2"
"meteo","Pide,Uhuy,Saly,Eshbu,Thuha,Upel","burns","hebb",4,374256,"0.0-4.0-0.0","jjpe1psorf9k",1,"Area Saly is fertile.","Saly","is fertile",15760,3,"is fertile","Saly",NA,NA,"3",2,TRUE,NA,TRUE,0,1,"meteo3"
"school","Turow,Thusoth,Romap,Rivo,Wehif,Lothe","burns","hebb",5,476644,"0.0-4.0-1.0","jjpe1psorf9k",2,"School girl Turow hits boy Thusoth.","Turow","hits",27576,3,"hits","Turow","Thusoth","Thusoth","1",3,TRUE,TRUE,TRUE,0,1,"school1"
"school","Turow,Thusoth,Romap,Rivo,Wehif,Lothe","burns","hebb",5,476644,"0.0-4.0-1.0","jjpe1psorf9k",2,"Boy Thusoth reports to teacher Romap.","Thusoth","reports to",45138,3,"reports to","Thusoth","Romap","Romap","2",3,TRUE,TRUE,TRUE,0,1,"school2"
"school","Turow,Thusoth,Romap,Rivo,Wehif,Lothe","burns","hebb",5,476644,"0.0-4.0-1.0","jjpe1psorf9k",2,"Teacher Romap calls parents.","Romap","calls parents",19145,2,"calls parents","Romap",NA,NA,"3",3,TRUE,NA,TRUE,0,1,"school3"
"fish","Owih,Zimob,Matmag,Gena,Meuf,Avyth","burns","hebb",6,541710,"0.0-4.0-2.0","jjpe1psorf9k",3,"Fisher Owih cultivates sea grass Zimob.","Owih","cultivates",25769,3,"cultivates","Owih","Zimob","Zimob","1",4,TRUE,TRUE,TRUE,0,1,"fish1"
"fish","Owih,Zimob,Matmag,Gena,Meuf,Avyth","burns","hebb",6,541710,"0.0-4.0-2.0","jjpe1psorf9k",3,"Sea grass Zimob is eaten by fish Matmag.","Zimob","is eaten by",14504,3,"is eaten by","Zimob","Matmag","Matmag","2",4,TRUE,TRUE,TRUE,0,1,"fish2"
"fish","Owih,Zimob,Matmag,Gena,Meuf,Avyth","burns","hebb",6,541710,"0.0-4.0-2.0","jjpe1psorf9k",3,"Fish Matmag is captured.","Matmag","is captured",14273,2,"is captured","Matmag",NA,NA,"3",4,TRUE,NA,TRUE,0,1,"fish3"
"lawyer","Ifeh,Yoges,Inag,Kesal,Puvi,Ohuy","analogues","hebb",7,655290,"0.0-4.0-3.0","jjpe1psorf9k",4,"Lawyer Ifeh finds loophole Yoges.","Ifeh","bystands sth. of",22595,3,"finds","Ifeh","Yoges","Yoges","1",5,TRUE,TRUE,FALSE,0,0.666666666666667,"lawyer1"
"lawyer","Ifeh,Yoges,Inag,Kesal,Puvi,Ohuy","analogues","hebb",7,655290,"0.0-4.0-3.0","jjpe1psorf9k",4,"Loophole Yoges bypasses contract of union Inag.","Yoges","bystands sth. of",18855,3,"bypasses sth. of","Yoges","Inag","Inag","2",5,TRUE,TRUE,FALSE,0,0.666666666666667,"lawyer2"
"lawyer","Ifeh,Yoges,Inag,Kesal,Puvi,Ohuy","analogues","hebb",7,655290,"0.0-4.0-3.0","jjpe1psorf9k",4,"Union Inag loses a lawsuit.","Inag","loses sth.",61611,2,"loses sth.","Inag",NA,NA,"3",5,TRUE,NA,TRUE,0,1,"lawyer3"
"fox","Eshov,Felac,Paza,Epnux,Ena,Wecin","analogues","hebb",8,715611,"0.0-4.0-4.0","jjpe1psorf9k",5,"Fox Eshov digs tunnel Felac.","Eshov","goes on sth. of",27137,3,"digs","Eshov","Ena","Felac","1",6,TRUE,FALSE,FALSE,0,0.333333333333333,"fox1"
"fox","Eshov,Felac,Paza,Epnux,Ena,Wecin","analogues","hebb",8,715611,"0.0-4.0-4.0","jjpe1psorf9k",5,"Tunnel Felac leads to coop of chicken Paza.","Ena","leads to sth. of",10602,3,"leads to sth. of","Felac","Paza","Paza","2",6,FALSE,TRUE,TRUE,0,0.666666666666667,"fox2"
"fox","Eshov,Felac,Paza,Epnux,Ena,Wecin","analogues","hebb",8,715611,"0.0-4.0-4.0","jjpe1psorf9k",5,"Chicken Paza is devoured.","Paza","is devoured",12064,2,"is devoured","Paza",NA,NA,"3",6,TRUE,NA,TRUE,0,1,"fox3"
"pump","Henu,Thygef,Potho,Pishi,Afik,Eefar","fillers","hebb",9,749235,"0.0-4.0-5.0","jjpe1psorf9k",6,"Plumber Henu installs pump Thygef.","Thygef","soakes up",9579,3,"installs","Henu","Pishi","Thygef","1",7,FALSE,FALSE,FALSE,0,0,"pump1"
"pump","Henu,Thygef,Potho,Pishi,Afik,Eefar","fillers","hebb",9,749235,"0.0-4.0-5.0","jjpe1psorf9k",6,"Pump Thygef sucks water from ground Potho.","Pishi","elevates sth. from",7361,3,"sucks sth. from","Thygef","Potho","Potho","2",7,FALSE,TRUE,FALSE,0,0.333333333333333,"pump2"
"pump","Henu,Thygef,Potho,Pishi,Afik,Eefar","fillers","hebb",9,749235,"0.0-4.0-5.0","jjpe1psorf9k",6,"Ground Potho dries up.","Potho","dehydrates",6167,2,"dries up","Potho",NA,NA,"3",7,TRUE,NA,FALSE,0,0.5,"pump3"
"storm","Dugoz,Mewep,Hosen,Pobat,Soav,Mawi","fillers","hebb",10,784142,"0.0-4.0-6.0","jjpe1psorf9k",7,"Storm Dugoz hits tree Mewep.","Mewep","drops on",7093,3,"hits","Dugoz","Soav","Mewep","1",8,FALSE,FALSE,FALSE,0,0,"storm1"
"storm","Dugoz,Mewep,Hosen,Pobat,Soav,Mawi","fillers","hebb",10,784142,"0.0-4.0-6.0","jjpe1psorf9k",7,"Tree Mewep falls on trail of route Hosen.","Soav","runs over",7656,3,"falls on","Mewep","Hosen","Hosen","2",8,FALSE,TRUE,FALSE,0,0.333333333333333,"storm2"
"storm","Dugoz,Mewep,Hosen,Pobat,Soav,Mawi","fillers","hebb",10,784142,"0.0-4.0-6.0","jjpe1psorf9k",7,"Route Hosen is blocked.","Hosen","is ruined",9642,4,"is blocked","Hosen",NA,NA,"3",8,TRUE,NA,FALSE,0,0.5,"storm3"
"crusader","Ottha,Olag,Eyem,Hize,Aid,Uvman","analogues","hebb",11,822615,"0.0-4.0-7.0","jjpe1psorf9k",8,"Crusader group Ottha bought weapon Olag.","Ottha","breaches sth. of",11692,4,"bought","Ottha","Olag","Olag","1",9,TRUE,TRUE,FALSE,0,0.666666666666667,"crusader1"
"crusader","Ottha,Olag,Eyem,Hize,Aid,Uvman","analogues","hebb",11,822615,"0.0-4.0-7.0","jjpe1psorf9k",8,"Weapon Olag breaches the fortification of town Eyem.","Olag","is infiltrated",11409,4,"breaches sth. of","Olag","Eyem","Eyem","2",9,TRUE,TRUE,FALSE,0,0.666666666666667,"crusader2"
"crusader","Ottha,Olag,Eyem,Hize,Aid,Uvman","analogues","hebb",11,822615,"0.0-4.0-7.0","jjpe1psorf9k",8,"Town Eyem is invaded.","Eyem","is invaded",4856,2,"is invaded","Eyem",NA,NA,"3",9,TRUE,NA,TRUE,0,1,"crusader3"
"bacteria","Vipal,Awiz,Ribi,Ilres,Gelyp,Thisun","analogues","hebb",12,861423,"0.0-4.0-8.0","jjpe1psorf9k",9,"Bacteria Vipal emits enzyme Awiz.","Awiz","injects",10482,3,"emits","Vipal","Ribi","Awiz","1",10,FALSE,FALSE,FALSE,0,0,"bacteria1"
"bacteria","Vipal,Awiz,Ribi,Ilres,Gelyp,Thisun","analogues","hebb",12,861423,"0.0-4.0-8.0","jjpe1psorf9k",9,"Enzyme Awiz dissolves the membrane of organ Ribi.","Ribi","dissolves sth. of",9545,3,"dissolves sth. of","Awiz","Ilres","Ribi","2",10,FALSE,FALSE,TRUE,0,0.333333333333333,"bacteria2"
"bacteria","Vipal,Awiz,Ribi,Ilres,Gelyp,Thisun","analogues","hebb",12,861423,"0.0-4.0-8.0","jjpe1psorf9k",9,"Organ Ribi fails.","Ilres","fails",8264,2,"fails","Ribi",NA,NA,"3",10,FALSE,NA,TRUE,0,0.5,"bacteria3"
"farm","Uwit,Yuxeh,Igoth,Reok,Newi,Thyra","fillers","hebb",13,904465,"0.0-4.0-9.0","jjpe1psorf9k",10,"Farmer Uwit bought machine Yuxeh.","Thyra","can compose",8624,3,"bought","Uwit","Yuxeh","Yuxeh","1",11,FALSE,TRUE,FALSE,0,0.333333333333333,"farm1"
"farm","Uwit,Yuxeh,Igoth,Reok,Newi,Thyra","fillers","hebb",13,904465,"0.0-4.0-9.0","jjpe1psorf9k",10,"Machine Yuxeh can collect fruit of plant Igoth.","Yuxeh","can collect",10668,3,"can collect","Yuxeh","Thyra","Igoth","2",11,TRUE,FALSE,TRUE,0,0.666666666666667,"farm2"
"farm","Uwit,Yuxeh,Igoth,Reok,Newi,Thyra","fillers","hebb",13,904465,"0.0-4.0-9.0","jjpe1psorf9k",10,"Plant Igoth are harvested automatically.","Thyra","borrowed",13233,3,"are harvested automatically","Igoth",NA,NA,"3",11,FALSE,NA,FALSE,0,0,"farm3"
"mining","Hadith,Upno,Orok,Zishu,Lyde,Goxos","fillers","hebb",14,951963,"0.0-4.0-10.0","jjpe1psorf9k",11,"Mining company Hadith has a lot of resource Upno.","Upno","is sparse in",15597,3,"has a lot of","Hadith","Hadith","Upno","1",12,FALSE,FALSE,FALSE,0,0,"mining1"
